Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Mohamed Salah;Liverpool;Premier League;Egypt;28;Right Wing;Centre Forward;3307,2832;38,17775472;28,61030777;65,83152157;30,49879817;31,48456505;64,41696155;65,41539004;65,93720074;69,39060886
Kelvin Arase;Rapid Wien;Bundesliga;Austria;22;Left Wing;Right Wing;1230,7166;43,11017102;37,68277031;36,12665157;22,92721978;44,716966;74,32699478;67,5182035;65,74307333;41,51178851
Thijs Oosting;RKC Waalwijk;Eredivisie;Netherlands;21;Centre Forward;Left Wing;1216,3667;66,34273084;24,04231151;30,02408889;28,09335263;38,68611047;54,40039554;69,7546547;65,57752437;48,30846631
Paul Pogba;Manchester United;Premier League;France;28;Left Wing;Left Defensive Midfielder;2048,0168;23,24437263;42,76454902;62,24372278;16,66970672;50,03461398;47,74564178;60,74111229;65,46759005;68,89640269
Rochinha;Vitória Guimarães;Primeira Liga;Portugal;26;Left Wing;Left Centre Midfielder;2074,4333;43,9582699;60,42751879;34,39303024;18,59770278;45,59632709;33,53122028;75,41648454;65,37681931;61,9207901
Iván Martín;Mirandés;La Liga 2;Spain;22;Right Wing;Centre Attacking Midfielder;2812,6333;30,72070511;45,38837876;48,97094472;26,25235047;38,07997486;51,21587832;65,48504932;65,34717331;48,13877545
Hannes Wolf;Borussia Mönchengladbach;1. Bundesliga;Austria;22;Left Wing;Centre Attacking Midfielder;1479,1499;43,25688626;31,84847982;43,45061;29,33245517;34,11872383;72,32846373;66,25288779;65,32825472;58,43730431
Filip Djuricic;Sassuolo;Serie A;Serbia;29;Centre Attacking Midfielder;Left Wing;2190,9333;19,06684808;37,07234433;58,06066088;43,55891444;37,56744209;70,09229526;62,05960186;65,27642081;61,825699
Nicola Sansone;Bologna;Serie A;Italy;29;Left Wing;Left Midfielder;1254,7;16,8637629;44,72914854;48,87062606;23,1347501;45,28188054;52,96241591;57,24459445;65,25937863;61,80955772
Sadio Mané;Liverpool;Premier League;Senegal;29;Left Wing;Right Wing;3033,6167;32,42657881;46,03010378;51,48888932;30,34380405;36,58342475;59,2220371;69,11388663;65,23549202;68,6521487
João Félix;Atlético Madrid;La Liga;Portugal;21;Left Centre Forward;Right Centre Forward;1675,3169;42,32760648;41,6108641;56,63786791;36,32871697;27,81113567;32,35984789;70,88078886;64,98914826;68,39290288
Mimoun Mahi;FC Utrecht;Eredivisie;Morocco;27;Centre Forward;Left Wing;1473,7;34,16042374;34,89868162;39,28958717;53,74023857;31,90618707;47,62130015;64,67577343;64,83242542;47,75958027
Nikola Storm;Mechelen;Jupiler Pro League;Belgium;26;Left Wing;Left Midfielder;2125,2832;38,25540671;34,17262685;47,98903124;38,45473052;32,99475612;57,32815084;66,07036365;64,82839227;47,7566092
Philipp Förster;VfB Stuttgart;1. Bundesliga;Germany;26;Right Wing;Left Wing;1575,0667;35,23118126;27,81070714;57,03707629;23,51618676;41,15420892;47,87396736;58,56550642;64,81594157;57,97903093
Tyrhys Dolan;Blackburn Rovers;Championship;England;19;Right Wing;Left Wing;1431,7334;31,5928279;42,61585058;55,0788803;12,36793158;32,01355905;67,89448203;63,95904287;64,72048144;57,89364012
Álex Berenguer;Athletic Bilbao;La Liga;Spain;25;Right Midfielder;Left Wing;2374,433;41,86641158;36,50493007;42,8797208;19,10488974;33,74896736;64,29410334;64,80032063;64,71391479;68,10325428
Mattia Zaccagni;Hellas Verona;Serie A;Italy;25;Left Wing;Left Attacking Midfielder;2731,9502;30,81424512;51,79775173;42,35263907;29,90418003;39,27195561;33,14483795;66,75739104;64,69453394;61,27457254
Mehdi Taremi;FC Porto;Primeira Liga;Iran;28;Left Centre Forward;Right Centre Forward;2355,833;46,55973939;30,17327285;38,73815724;39,26256719;29,43860408;70,60119771;67,89600443;64,68029044;61,26108199
Giacomo Raspadori;Sassuolo;Serie A;Italy;21;Centre Forward;Right Wing;1319,8168;63,93510075;31,54207354;42,66966695;24,92525957;5,038398161;72,03764975;74,56311401;64,56444655;61,15136198
Andreas Gruber;LASK;Bundesliga;Austria;25;Right Wing;Right Attacking Midfielder;1191,7333;48,97920165;36,17880491;44,92539052;38,20372605;22,65448391;49,5735496;71,00202671;64,49654199;40,72469806
Ante Rebić;AC Milan;Serie A;Croatia;27;Left Wing;Centre Forward;1889,7164;64,46234509;27,41519332;34,66005258;45,51516259;32,85499055;49,58641334;74,72702176;64,46537405;61,05752678
Virgil Misidjan ;PEC Zwolle;Eredivisie;Netherlands;27;Right Wing;Left Wing;1113,4667;37,4218328;46,60724956;41,65151207;25,72196204;41,85694476;39,33150117;67,18722257;64,45703132;47,48304172
Nico Melamed;Espanyol;La Liga 2;Spain;20;Left Midfielder;Left Wing;1552,7499;47,25292977;39,28157807;56,8650151;10,3698555;24,28679106;46,8131907;67,79146549;64,40752455;47,44657197
Roberto Firmino;Liverpool;Premier League;Brazil;29;Centre Forward;Centre Attacking Midfielder;3018,867;28,9817832;35,05489265;56,18807207;34,36999019;32,67538588;78,09869751;64,53468958;64,31719596;67,68575762
Samuel Kalu;Bordeaux;Ligue 1;Nigeria;23;Left Wing;Right Wing;1020,6501;43,05307459;53,21552594;37,67733658;4,189590749;49,8850729;38,74074517;68,92807236;64,30467189;60,90531985
Robin Gosens;Atalanta;Serie A;Germany;26;Left Wing Back;Left Wing;2627,8499;49,71557903;24,46662855;59,36820255;23,94118858;47,98013699;43,01766295;65,22782587;64,29595075;60,89705974
Emerson;Real Betis;La Liga;Brazil;22;Right Back;Right Midfielder;3183,2495;19,51948188;27,00598278;54,32704113;11,16834549;72,58291057;50,6199705;48,2454289;64,19851093;67,56085655
Giovanni Reyna;Borussia Dortmund;1. Bundesliga;USA;18;Left Wing;Right Wing;2077,1836;26,01491276;43,38930476;57,18586988;30,64876581;41,31353851;63,08967177;65,98592834;64,19166097;57,42060066
Manu Vallejo;Valencia;La Liga;Spain;24;Left Centre Forward;Right Centre Forward;1069,6001;67,7150377;23,28384128;39,88348085;5,225668657;36,52695504;55,88236905;66,94585992;64,16279299;67,52326792
Lorenzo Insigne;Napoli;Serie A;Italy;29;Left Wing;Left Midfielder;3015,4001;26,97490777;35,64932146;65,61166312;38,96000725;29,10107468;40,44068966;62,25104775;64,12461985;60,73478594
Mamadou Fall;Sporting Charleroi;Jupiler Pro League;Senegal;29;Right Wing;Left Wing;2394,7668;66,43066054;33,14587882;30,10148715;17,92288323;48,11184371;48,40287309;72,78728626;64,09692654;47,21776624
Alexis Saelemaekers;AC Milan;Serie A;Belgium;21;Right Wing;Left Centre Midfielder;2104,6;16,87998764;40,4928931;55,85818932;21,29235912;44,79322636;66,93489512;57,3846698;64,09527737;60,7069946
Ismaïla Sarr;Watford;Championship;Senegal;23;Right Wing;Right Midfielder;3722,7666;33,57404222;43,27478058;42,33960969;36,46886607;37,95170521;49,00415786;66,52251649;64,08914116;57,32889484
Christoph Knasmüllner;Rapid Wien;Bundesliga;Austria;29;Centre Attacking Midfielder;Left Wing;1445,0166;67,79956152;21,11095748;41,69361708;18,65178408;40,6788643;51,06680373;68,90136114;64,06240786;40,45057512
Dominick Drexler;FC Köln;1. Bundesliga;Germany;31;Left Wing;Left Attacking Midfielder;1316,1833;37,84254181;29,0104124;45,291693;19,79135164;47,53609723;40,11048364;56,93079027;64,05686615;57,30002426
Bote Baku;Wolfsburg;1. Bundesliga;Germany;23;Right Wing;Right Back;2819;41,18929358;28,8742166;44,0239797;25,976334;56,32111623;51,50660099;61,77298229;64,0179154;57,26518211
Pejiño;Las Palmas;La Liga 2;Spain;24;Left Midfielder;Right Midfielder;1251,6499;38,83194437;43,10059958;29,99226126;21,21946144;41,60294222;51,47496317;63,78629577;64,01326268;47,15613425
David Schnegg;Swarovski Tirol;Bundesliga;Austria;22;Left Back;Left Midfielder;2530,6504;29,33952176;33,53850866;25,98171232;21,37770106;77,50285339;46,06176984;53,75961516;63,94403155;40,37582942
Amadou Haidara;RB Leipzig;1. Bundesliga;Mali;23;Right Centre Midfielder;Right Wing;1996,2168;18,44924542;28,55817157;59,23850586;21,32380087;56,72239623;73,23262408;53,47109876;63,88258361;57,14412538
Gaëtan Charbonnier;Stade Brestois;Ligue 1;France;32;Centre Attacking Midfielder;Left Midfielder;1688,7501;36,92277693;38,09542505;52,15327831;29,45809201;35,09454578;50,95812949;65,85820464;63,88101942;60,50406302
Kevin Volland;AS Monaco;Ligue 1;Germany;28;Right Centre Forward;Centre Attacking Midfielder;2890,0164;68,2254152;25,92759443;34,61019525;34,57975383;26,24567048;55,66182709;73,70459765;63,59729528;60,23533745
Tarik Tissoudali;Beerschot-Wilrijk;Jupiler Pro League;Netherlands;28;Left Centre Forward;Centre Forward;1377,95;45,1529156;42,48761509;39,86285546;48,0164121;21,03055896;27,06231699;71,058571;63,56742544;46,82770293
Álvaro Morata;Juventus;Serie A;Spain;28;Right Centre Forward;Left Centre Forward;2142,1165;48,54049361;36,96039684;41,1986556;36,58916308;24,83746374;53,94062981;70,70127312;63,53062677;60,17219325
Luiz Araujo;Lille;Ligue 1;Brazil;24;Right Midfielder;Left Midfielder;1579,0332;22,10920393;39,51307293;50,91244607;27,12651603;41,57723649;63,87695555;59,4757657;63,49376396;60,13727912
Nick Powell;Stoke City;Championship;England;27;Centre Attacking Midfielder;Left Centre Forward;3216,5168;43,13849969;33,30514828;35,90833896;21,28192241;42,07564536;55,81183392;62,23259831;63,49295223;56,79559306
Josán Fernández;Elche;La Liga;Spain;31;Right Midfielder;Right Wing Back;2042,8168;59,48916651;33,85021427;33,43890101;9,88706714;40,53144015;32,64541054;65,85160354;63,44014882;66,76277584
Largie Ramazani;Almería;La Liga 2;Belgium;20;Right Wing;Left Wing;1019,5666;36,0097822;36,56620901;37,87594157;23,05670474;39,73678555;74,09301443;62,91046301;63,43227777;46,72814478
Mikkel Damsgaard;Sampdoria;Serie A;Denmark;20;Left Midfielder;Right Midfielder;1879,65;19,59210427;41,34875171;46,59793915;21,5758921;42,71368949;61,07205665;56,70751688;63,32544203;59,97785523
Christian Pulisic;Chelsea;Premier League;USA;22;Left Wing;Right Wing;1866,5665;23,95761449;39,39767128;57,76225203;23,90716484;33,38993952;69,07714316;61,21286157;63,31217879;66,62810349
Amine Harit;Schalke 04;1. Bundesliga;Morocco;23;Left Wing;Left Centre Forward;2185,9832;20,83303724;63,33085495;43,81153845;29,20824128;36,71190655;28,41567205;67,37716607;63,26300087;56,58989742
Brais Méndez;Celta Vigo;La Liga;Spain;24;Right Centre Midfielder;Right Midfielder;2835,484;39,96672192;23,32271789;47,10435584;10,75276583;46,32384629;71,74711541;56,6306104;63,25940118;66,57256168
Nicolai Jørgensen;Feyenoord;Eredivisie;Denmark;30;Centre Forward;Right Centre Forward;1419,0834;41,10191568;39,43121936;41,00400211;26,91361713;25,49299548;54,38107452;65,80568593;63,255931;46,59823683
Max Kruse;Union Berlin;1. Bundesliga;Germany;33;Left Centre Forward;Centre Attacking Midfielder;1722,4667;61,61380659;32,44169783;45,14137676;39,53928427;21,09434007;25,87929868;73,43737781;63,1913684;56,52582089
Kai Havertz;Chelsea;Premier League;Germany;21;Right Centre Midfielder;Centre Forward;1621,8833;29,06544381;29,06285571;63,09039809;15,52422859;23,93998047;62,85837947;55,86069389;63,13202056;66,43850961
Samuel Chukwueze;Villarreal;La Liga;Nigeria;22;Right Midfielder;Right Wing;1457,7164;32,71657892;45,36660774;49,03544254;28,61667218;29,74025668;43,83170703;65,7514276;63,08375976;66,38772119
Fran Villalba;Almería;La Liga 2;Spain;23;Left Wing;Centre Attacking Midfielder;1520,1168;29,16385791;33,18064805;58,01476171;33,92914243;40,8841598;56,32038552;61,8654145;63,06464297;46,45732222
Antonín Barák;Hellas Verona;Serie A;Czech Republic;26;Right Attacking Midfielder;Right Wing;2920,75;38,94344187;28,74659739;49,63670534;15,47870989;34,71246869;48,44662894;57,43072782;63,02332653;59,69171053
Osman Bukari;Gent;Jupiler Pro League;Ghana;22;Right Centre Forward;Right Wing Back;1730,4667;22,32860288;43,07359767;43,91834687;52,97294507;34,50354954;54,44063304;64,59728728;62,99907277;46,40901915
Dries Mertens;Napoli;Serie A;Belgium;34;Centre Forward;Centre Attacking Midfielder;1534,4833;46,67722972;23,88935685;44,60592344;38,12839228;25,73039382;69,38936152;64,85724628;62,9892957;59,65947868
Jorge De Frutos;Levante;La Liga;Spain;24;Right Midfielder;Right Wing;2323,7166;34,44437835;35,41013165;34,20907776;34,2811098;39,79498294;52,78119138;60,70865338;62,98695308;66,28584434
Jérémie Boga;Sassuolo;Serie A;Côte d'Ivoire;24;Left Wing;Left Centre Midfielder;1878,7667;29,75239338;52,69791384;63,84044987;9,974911653;24,79655633;46,08832175;67,19253875;62,92143117;59,59520169
James Rodríguez;Everton;Premier League;Colombia;29;Right Wing;Centre Attacking Midfielder;1862,7333;40,6106266;40,06935325;51,40100423;31,65600549;28,55892972;32,07680259;66,84208916;62,91565297;66,21080994
Ander Barrenetxea;Real Sociedad;La Liga;Spain;19;Left Midfielder;Left Wing;1404,4668;31,67493115;42,2627499;37,30642186;23,02717411;37,41046366;74,16962728;63,55636915;62,83392946;66,12480623
Aymen Barkok;Eintracht Frankfurt;1. Bundesliga;Germany;23;Right Wing;Right Wing Back;1059,1;25,93110583;28,92323723;45,32833472;32,21869195;50,94606031;79,37480063;57,76935961;62,67136974;56,06067269
Ferrán Torres;Manchester City;Premier League;Spain;21;Right Wing;Centre Forward;1388,9001;51,25629636;26,9893191;55,32347059;20,54598239;31,08982634;61,04863885;66,89244461;62,62957087;65,90974452
Arnaud Kalimuendo;Lens;Ligue 1;France;19;Left Centre Forward;Left Wing;1295,4667;57,08357939;39,03064069;38,51817292;23,29273785;20,28581009;43,17294528;71,56930112;62,5843024;59,27589463
Ludovic Blas;Nantes;Ligue 1;France;23;Right Midfielder;Centre Attacking Midfielder;2933,8997;36,1985103;43,00398762;44,04904717;18,80711873;44,03451136;40,64371128;63,59157552;62,58174398;59,27347146
Edinson Cavani;Manchester United;Premier League;Uruguay;34;Centre Forward;Left Centre Forward;1503,2666;73,66539432;18,68218204;38,12533942;28,78965995;27,63009696;49,88712187;71,33988138;62,57249204;65,84967623
Geoffry Hairemans;Mechelen;Jupiler Pro League;Belgium;29;Right Wing;Centre Attacking Midfielder;3067,4834;30,79789842;26,60066486;61,21446963;16,80662161;43,7873385;66,61186992;57,02732045;62,55092767;46,07888771
Sada Thioub;Angers;Ligue 1;France;25;Right Wing;Left Wing;1346,1002;10,64309272;41,73834082;54,8439806;25,72698919;35,67672408;51,87274158;53,08258735;62,534722;59,22893521
Harvey Elliot;Blackburn Rovers;Championship;England;18;Right Wing;Left Wing;2965,3838;39,6670978;32,77985546;58,88173223;34,71803255;28,01295552;43,58115806;65,58674561;62,49861813;55,90614325
Roberto González;Las Palmas;La Liga 2;Spain;20;Right Midfielder;Right Wing;2143,4497;52,91035043;39,94840825;31,78393352;14,19571531;37,88961318;51,18906511;68,33470345;62,47610239;46,02376677
Marco Sangalli;Real Oviedo;La Liga 2;Spain;29;Right Midfielder;Right Wing;3390,7;38,92236727;42,11154966;47,76252847;9,998313533;44,8028188;38,46388152;63,16323555;62,46986352;46,01917084
Sandro Ramírez;Huesca;La Liga;Spain;25;Left Centre Forward;Right Centre Forward;1345,5999;42,6122731;43,15048175;35,8428618;4,804173758;41,73076312;46,74854845;62,8796151;62,43997998;65,71022396
Maximilian Philipp;Wolfsburg;1. Bundesliga;Germany;27;Centre Attacking Midfielder;Left Wing;1180,5;55,448955;34,11412009;38,70581306;16,64345596;24,11986283;65,01097136;69,02480639;62,40584987;55,82316037
Arnaut Groeneveld;AFC Bournemouth;Championship;Netherlands;24;Left Wing;Left Centre Forward;2856,6665;60,53815945;38,81945111;44,48185462;22,32065099;30,05136688;26,18194696;73,12692027;62,37969406;55,79976352
Gerard Moreno;Villarreal;La Liga;Spain;29;Right Centre Forward;Centre Forward;2827,9668;41,34019351;46,50965854;39,67008999;43,34483287;22,75120627;36,26880792;71,34091378;62,37792757;65,6449216
Allan Saint-Maximin;Newcastle United;Premier League;France;24;Left Centre Forward;Right Centre Forward;1668,4165;24,64268443;63,69766915;44,5478212;32,38028757;17,61264595;15,42848987;67,86447666;62,36717327;65,63360406
Paulinho;Boavista;Primeira Liga;Brazil;24;Right Centre Midfielder;Right Wing;2775,7998;17,50958665;47,17916854;43,08531681;13,7959187;56,10030903;43,68803304;55,33602085;62,33653493;59,04122495
Florian Thauvin;Marseille;Ligue 1;France;28;Right Wing;Right Midfielder;2874,6667;30,09725226;38,19395661;46,68719721;37,24812067;42,23215572;40,16008787;61,94292125;62,33324544;59,03810935
Anouar Ait El Hadj;RSC Anderlecht;Jupiler Pro League;Belgium;19;Left Wing;Left Centre Midfielder;1996,1;42,02360737;25,13288189;57,33264241;24,04847497;33,8703628;53,5030272;61,15494896;62,27967913;45,87906924
Joaquín;Real Betis;La Liga;Spain;39;Right Wing;Right Midfielder;1370,1832;37,70263649;30,09230507;69,43172874;26,90090564;33,16094902;37,78494169;63,01554875;62,14650558;65,40137906
Ager Aketxe;Almería;La Liga 2;Spain;27;Centre Attacking Midfielder;Right Wing;1551,8833;19,38070411;42,15125981;63,90202233;10,54730658;42,64771196;56,03993331;57,61423;62,14515479;45,77997027
Moussa Koné;Nîmes;Ligue 1;Senegal;24;Centre Forward;Centre Attacking Midfielder;1859,6;70,6691575;38,96009896;31,72788156;11,75310939;27,23454777;31,27280117;74,17690611;62,04545235;58,76552994
Matteo Politano;Napoli;Serie A;Italy;27;Right Wing;Right Midfielder;2013,4834;39,80931508;40,95537446;55,35620174;21,79212783;30,73080247;42,07438184;66,77761687;62,02405013;58,7452591
Isi Palazón;Rayo Vallecano;La Liga 2;Spain;26;Right Wing;Right Midfielder;2951,7668;30,64256656;38,3044286;44,18239951;24,00924076;44,78447566;51,8727813;60,25753382;61,88910959;45,59135152
Suso;Sevilla;La Liga;Spain;27;Right Wing;Left Wing;2301,933;15,80115773;44,36709796;71,73734537;31,976676;27,3444006;36,86567717;60,27226844;61,87152259;65,11199406
Haris Seferović;Benfica;Primeira Liga;Switzerland;29;Centre Forward;Right Centre Forward;2428,7002;66,64070306;27,10436351;34,59216079;40,74240498;22,09611831;52,22938355;74,24883916;61,85588518;58,58598389
Chris Willock;Queens Park Rangers;Championship;England;23;Left Wing;Right Wing;2096,2002;20,39357308;43,19651698;61,62017397;30,11834037;21,26917559;46,80690452;60,33266304;61,85194286;55,32768054
Nolito;Celta Vigo;La Liga;Spain;34;Left Centre Midfielder;Left Midfielder;2713,7502;31,99418308;26,4660245;39,79550846;32,57241263;50,38439698;51,73444825;55,43371085;61,84979395;65,0891274
Lars Stindl;Borussia Mönchengladbach;1. Bundesliga;Germany;32;Centre Attacking Midfielder;Centre Forward;2079,6501;42,20264935;21,31683888;51,19863534;39,56921023;33,25764493;63,34556486;62,35828616;61,77175775;55,25595351
Jesús Corona;FC Porto;Primeira Liga;Mexico;28;Right Midfielder;Right Wing;2414,1333;16,61970719;41,22513948;58,02044935;43,52612362;48,42320632;38,77493195;60,24290259;61,74714629;58,48299329
Giovanni Di Lorenzo;Napoli;Serie A;Italy;27;Right Back;Right Wing;3451,083;21,94895617;27,74548817;62,71763792;21,86018419;60,29498515;41,65082383;52,43597032;61,69930685;58,4376828
Keita Baldé;Sampdoria;Serie A;Senegal;26;Left Centre Forward;Centre Forward;1270,9165;44,96176545;35,00093684;40,00777116;21,68498473;34,5081407;40,00705749;62,90413258;61,68764802;58,42664029
